Date,Open,High,Low,Close,Adj Close,Volume,cumret
1995-05-04,37.625,37.625,37.421875,37.421875,25.962934494018555,55800,1.0
1995-05-05,37.25,37.25,37.0,37.1875,25.800336837768555,3000,0.9937373159306218
1995-05-08,37.1875,37.421875,37.1875,37.421875,25.962934494018555,53000,1.0
1995-05-09,37.5,37.5,37.28125,37.28125,25.865371704101562,3700,0.996242227936928
1995-05-10,37.609375,37.609375,37.421875,37.515625,26.027973175048828,1300,1.0025050589348927
1995-05-11,37.453125,37.625,37.453125,37.625,26.10386085510254,10600,1.0054279827696846
1995-05-12,37.65625,37.828125,37.65625,37.828125,26.244783401489258,2500,1.0108558186107828
1995-05-15,37.890625,38.0625,37.890625,38.0625,26.407394409179688,5400,1.0171190169302138
1995-05-16,38.171875,38.359375,38.109375,38.359375,26.613361358642578,1100,1.0250521320990842
1995-05-17,38.296875,38.375,38.265625,38.265625,26.548316955566406,42600,1.022546852771312
1995-05-18,38.203125,38.203125,37.9375,37.9375,26.3206729888916,3700,1.0137788159098682
1995-05-19,37.5625,37.765625,37.5625,37.765625,26.201431274414062,600,1.0091860486899296
1995-05-22,37.90625,38.09375,37.90625,38.0625,26.407394409179688,26500,1.0171190169302138
1995-05-23,38.15625,38.34375,38.109375,38.25,26.5374813079834,2900,1.0221295021214651
1995-05-24,38.53125,38.53125,38.3125,38.3125,26.580839157104492,8100,1.023799492435198
1995-05-25,38.15625,38.390625,38.15625,38.390625,26.635032653808594,9200,1.0258868333987778
1995-05-26,38.296875,38.296875,37.921875,37.921875,26.309831619262695,2800,1.0133612448671416
1995-05-30,38.203125,38.21875,38.0,38.0,26.36403465270996,6000,1.0154489531521875
1995-05-31,37.921875,38.0,37.71875,38.0,26.36403465270996,4000,1.0154489531521875
1995-06-01,38.21875,38.265625,38.1875,38.25,26.5374813079834,7700,1.0221295021214651
1995-06-02,38.046875,38.359375,38.046875,38.359375,26.613361358642578,3600,1.0250521320990842
1995-06-05,38.453125,38.8125,38.453125,38.8125,26.927734375,2300,1.0371606638380464
1995-06-06,38.828125,38.890625,38.71875,38.78125,26.90604591369629,71800,1.0363253013597138
1995-06-07,38.6875,38.703125,38.6875,38.703125,26.85185432434082,300,1.0342380338604273
1995-06-08,38.59375,38.75,38.59375,38.75,26.884366989135742,2100,1.0354903062028473
1995-06-09,38.6875,38.6875,38.453125,38.453125,26.678403854370117,700,1.0275573379625633
1995-06-12,38.5,38.71875,38.5,38.71875,26.862699508666992,29300,1.0346557518317403
1995-06-13,38.9375,39.015625,38.90625,38.9375,27.014461517333984,3600,1.0405010852512717
1995-06-14,39.015625,39.046875,38.953125,39.046875,27.09033966064453,2500,1.0434236417645977
1995-06-15,39.03125,39.25,39.03125,39.25,27.231273651123047,3200,1.0488519183914553
1995-06-16,38.984375,39.15625,38.984375,39.15625,27.23213768005371,900,1.048885197716289
1995-06-19,39.3125,39.609375,39.25,39.609375,27.547266006469727,31500,1.0610228213153707
1995-06-20,39.671875,39.71875,39.59375,39.625,27.558151245117188,2000,1.0614420820368415
1995-06-21,39.859375,39.90625,39.796875,39.828125,27.699411392211914,3300,1.0668829210578417
1995-06-22,39.9375,40.140625,39.90625,40.078125,27.873266220092773,4200,1.0735791913858708
1995-06-23,40.203125,40.203125,40.109375,40.125,27.905881881713867,115200,1.0748354308001253
1995-06-26,39.875,39.875,39.59375,39.59375,27.536407470703125,1900,1.0606045890940052
1995-06-27,39.5,39.5,39.109375,39.109375,27.199562072753906,2700,1.0476305010521922
1995-06-28,39.3125,39.421875,39.109375,39.296875,27.329931259155273,4000,1.052651858958842
1995-06-29,39.4375,39.546875,39.265625,39.421875,27.4168643951416,1800,1.0560002145157363
1995-06-30,39.6875,39.78125,39.578125,39.65625,27.57986068725586,3700,1.0622782526223997
1995-07-03,39.65625,39.671875,39.625,39.671875,27.590755462646484,900,1.0626978806653367
1995-07-05,39.9375,40.046875,39.90625,39.90625,27.75374412536621,7800,1.0689756249148272
1995-07-06,39.890625,40.140625,39.890625,40.140625,27.9167423248291,1000,1.0752537364857842
1995-07-07,40.34375,40.8125,40.25,40.8125,28.384017944335938,210300,1.0932515332916302
1995-07-10,40.859375,41.0,40.703125,40.78125,28.362276077270508,63700,1.092414113813087
1995-07-11,40.625,40.796875,40.546875,40.546875,28.19928741455078,51800,1.0861363695635964
1995-07-12,40.765625,41.1875,40.765625,41.03125,28.536155700683594,13700,1.099111339176928
1995-07-13,41.109375,41.390625,41.03125,41.296875,28.72088050842285,20600,1.106226282512082
1995-07-14,41.0,41.1875,40.984375,41.09375,28.579618453979492,21800,1.1007853700267887
1995-07-17,41.25,41.390625,41.140625,41.140625,28.612228393554688,21700,1.1020413890481635
1995-07-18,41.265625,41.265625,40.734375,40.796875,28.373144149780273,16000,1.0928327133559188
1995-07-19,40.296875,40.3125,39.140625,39.703125,27.612489700317383,23400,1.0635350062867068
1995-07-20,39.984375,40.21875,39.96875,40.125,27.905881881713867,108600,1.0748354308001253
1995-07-21,40.390625,40.5,40.25,40.359375,28.068866729736328,2500,1.0811130281210295
1995-07-24,40.46875,40.65625,40.46875,40.65625,28.275348663330078,2100,1.0890659786490724
1995-07-25,40.734375,41.140625,40.734375,41.140625,28.612228393554688,3400,1.1020413890481635
1995-07-26,41.09375,41.40625,41.09375,41.265625,28.699148178100586,7100,1.1053892303550052
1995-07-27,41.609375,41.609375,41.609375,41.609375,28.93821907043457,2300,1.1145973917971974
1995-07-28,41.71875,41.71875,41.484375,41.609375,28.93821907043457,1600,1.1145973917971974
1995-07-31,41.546875,41.578125,41.390625,41.578125,28.916481018066406,5200,1.1137601192472408
1995-08-01,41.5625,41.5625,41.0,41.40625,28.796945571899414,8300,1.1091560385261447
1995-08-02,41.578125,41.578125,41.484375,41.515625,28.87303352355957,4500,1.112086676111726
1995-08-03,40.796875,40.96875,40.515625,40.9375,28.4709415435791,4200,1.096599521527058
1995-08-04,41.09375,41.109375,41.015625,41.015625,28.525299072265625,2000,1.0986931804198559
1995-08-07,41.046875,41.296875,41.046875,41.28125,28.71002197265625,3300,1.1058080502907166
1995-08-08,41.453125,41.453125,41.1875,41.1875,28.644813537597656,4000,1.1032964530337264
1995-08-09,41.5,41.5,41.390625,41.46875,28.840425491333008,1700,1.1108307305546443
1995-08-10,41.515625,41.5625,41.21875,41.328125,28.74262237548828,4700,1.1070637019906253
1995-08-11,41.390625,41.390625,41.203125,41.25,28.68828010559082,35000,1.1049706308121734
1995-08-14,41.328125,41.5625,41.328125,41.5,28.86215591430664,3100,1.111667709247428
1995-08-15,41.625,41.625,41.375,41.609375,28.93821907043457,6500,1.1145973917971974
1995-08-16,41.640625,42.09375,41.640625,42.09375,29.275083541870117,40600,1.1275722144819427
1995-08-17,42.28125,42.46875,42.171875,42.4375,29.51414680480957,17500,1.136780082066962
1995-08-18,42.6875,42.6875,42.375,42.5,29.557613372802734,1300,1.138454259845409
1995-08-21,42.65625,42.703125,42.140625,42.15625,29.318567276000977,14000,1.1292470534390289
1995-08-22,42.109375,42.28125,42.078125,42.171875,29.32941246032715,6300,1.1296647714103418
1995-08-23,42.3125,42.40625,42.3125,42.40625,29.492435455322266,2000,1.1359438380171105
1995-08-24,42.375,42.375,42.09375,42.21875,29.362014770507812,3600,1.1309204965745436
1995-08-25,42.296875,42.390625,42.140625,42.28125,29.405492782592773,40500,1.13259511513875
1995-08-28,42.3125,42.3125,41.953125,42.15625,29.318567276000977,7300,1.1292470534390289
1995-08-29,42.15625,42.15625,41.5,41.921875,29.15555763244629,81600,1.1229685010823127
1995-08-30,42.109375,42.171875,42.09375,42.125,29.29684066772461,55000,1.1284102216748315
1995-08-31,42.28125,42.453125,42.265625,42.390625,29.48157501220703,1200,1.1355255323314517
1995-09-01,42.296875,42.484375,42.296875,42.484375,29.5467472076416,4300,1.1380357337668705
1995-09-05,42.609375,42.96875,42.609375,42.96875,29.88363265991211,53500,1.1510113645588413
1995-09-06,43.015625,43.5,43.015625,43.5,30.253093719482422,48900,1.165241692014909
1995-09-07,43.5,43.59375,43.390625,43.46875,30.231374740600586,29800,1.1644051541078846
1995-09-08,43.59375,43.640625,43.359375,43.640625,30.350910186767578,7000,1.1690092348289807
1995-09-11,43.75,43.828125,43.6875,43.6875,30.383514404296875,10700,1.1702650334574758
1995-09-12,43.671875,43.828125,43.65625,43.828125,30.48131561279297,26800,1.1740319885572017
1995-09-13,43.71875,43.875,43.5,43.8125,30.47043228149414,25000,1.1736128013000242
1995-09-14,43.984375,43.984375,43.734375,43.734375,30.416107177734375,65700,1.1715203913002115
1995-09-15,43.59375,43.59375,43.375,43.4375,30.20964241027832,4300,1.1635681019508075
1995-09-18,43.390625,43.390625,43.125,43.15625,30.01405143737793,3900,1.1560346325371151
1995-09-19,43.515625,43.796875,43.515625,43.796875,30.459579467773438,2800,1.1731947894715382
1995-09-20,43.875,43.96875,43.828125,43.96875,30.57910919189453,3500,1.1777986497997548
1995-09-21,43.8125,43.8125,43.34375,43.625,30.340038299560547,6900,1.1685904883575624
1995-09-22,43.296875,43.5,43.265625,43.46875,30.231374740600586,5000,1.1644051541078846
1995-09-25,43.453125,43.453125,43.0,43.0,29.905372619628906,2200,1.1518487105730912
1995-09-26,43.171875,43.3125,42.96875,43.078125,29.95967674255371,3700,1.1539403124656784
1995-09-27,42.703125,42.703125,42.609375,42.609375,29.633699417114258,1700,1.1413848239666973
1995-09-28,43.109375,43.46875,43.109375,43.4375,30.20964241027832,2600,1.1635681019508075
1995-09-29,43.453125,43.484375,43.25,43.40625,30.187902450561523,6900,1.1627307559365576
1995-10-02,43.1875,43.359375,43.0,43.0,29.905372619628906,2000,1.1518487105730912
1995-10-03,42.765625,42.8125,42.453125,42.453125,29.525028228759766,16800,1.1371991958598462
1995-10-04,42.09375,42.1875,41.984375,42.0625,29.253358840942383,1200,1.1267354561820386
1995-10-05,41.828125,42.328125,41.828125,42.328125,29.43808937072754,9000,1.1338506199100724
